name,address,categories,description,services,email,pops_served,hand_sort__001,crisis_line,business_line,fax_number,insurance ,cost,languages,website,hand_sort__002,hand_sort__003,hand_sort__004,hand_sort__005,hand_sort__006,hand_sort__007,hand_sort__008,hand_sort__009,hand_sort__010,hand_sort__011,hand_sort__012,hand_sort__013,hand_sort__014,hand_sort__015,hand_sort__016,hand_sort__017,hand_sort__018,hand_sort__019,languges,wheelchair
Mujeres Unidas y Activas,3543 18th St. #23 San Francisco CA 94110,Immigrant Latina Legal: Services,"Non-profit organization serving the Latina community, including immigrants & lesbians. No documentation required.","Self esteem support groups (must commit to 3-6 months), provides child care, referrals for immigration, domestic violence,& legal services.",mua@mujeresunidas.net,Focus on Latina immigrant women,242,,,,,,,www.mujeresunidas.net,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-621-8140,415-861-8969,FREE 10-6 T-F,All,,Spanish,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Multi-Service Center South (MSC South),525 5th Street San Francisco CA 94107,Housing/Shelter,"Drop-in-center for the homeless providing showers, case management, information and referrals, emergency clothing and laundry facilities.",Su-Sa 9a-2p/4p-9p (Showers),This entry needs an email address,"Homeless, 45 women and 335 men",243,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-597-7960,415-597-7946,FREE,See Services,,Su-Sa 7-11a/5-8p (Reservation Desk),Su-Sa 9a-2:30p (Drop-in center for men),Su-Sa 5a-12p (to enter lottery); Su-Sa 12:30p-6p,"Spanish, English",,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Narika,PO Box 14014 Berkeley CA 94712,Counseling: Peer Domestic Violence Hotlines,Narika is a domestic violence helpline for abused South Asian women and children.,"Peer counseling, information and referrals, limited financial assistance, youth violence prevention program, small grants for women.",,South Asian Women and their children,244,,,,,,,www.narika.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-215-7308,510-444-6068,510-444-6025,FREE,9-5 M-F,18+,,Wheelchair Accessible: Yes,Many,,,,,,,Many,This entry needs Wheelchair accessibliy info
National Center for Lesbian Rights,870 Market St. Suite #370 San Francisco CA 94102,Legal: Services Significant Others LGBTQII,"NCLR is a legal, advocacy, and public education organization. No documentation required.","Asistance on legal issues, help finding LGBT- friendly lawyers natonwide. Legal resource center protects & enhances the legal rights of lesbians.",info@NCLRights.org,"G/L families, All GLBT youth, people",245,,,,,,,www.nclrights.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-392-6257,415-392-8442,N/A FREE,Varies All,,Wheelchair Accessible: Yes,Spanish,,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
National Center for Victims of Crime,"2000 M St. NW, Suite 480 Washington DC 20036",Hotlines,Resource and advocacy organization for crime victims and those who serve them.,"Provide direct services and resources to victims, advocates for law and public policies, delivers training and technical assistance, provides free referrals to attorneys for consultation.",gethelp@ncvc.org,This entry needs a populations served list,246,,,,,,,,,,Insurance: Fees: Hours: Ages:,N/A FREE,8:30am-8:30pm M-F,All,Wheelchair Accessible: Yes,150+ languages,,,,,,,,,,,150+ languages,This entry needs Wheelchair accessibliy info
National Council on Alcoholism and Other Drug Addictio,"944 Market St., 3rd Floor San Francisco CA 94102",Alcohol/Substance Ab,"One hour, in person, consultation to best access the individual needs of a substance abuser and therefore provide them with the best referrals to treatment according to those needs.",This entry needs a services list,info@ncadaba.com,All,247,,,,,,,www.ncadaba.com,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-296-9900,415-296-9900,415-296-0626,415-296-1108,$40 donation 9-5 M-F,All,,Yes,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
National Network for Immigrant and Refugee Rights,"310 8th st., Suite 303 Oakland CA 94607",Immigrant Social Justice,"Composed of local coalitions and immigrant, refugee, community, religious, civil rights, and labor organizations and to develop and coordinate plans of action on important",Wheelchair Accessible: Yes,nnirr@nnirr.org,All,248,,,,,,,www.nnirr.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-465-1984,510-465-1885,10-6 M-F,All,,Spanish,,,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
National Runaway Switchboard,3080 N. Lincoln Ave Chicago IL 60659,Youth Significant Others Hotlines,National resources for runaway youth and their parents,"24 Hr. crisis line, referrals, and information, can post messages, conference calls for youth and parents.",,This entry needs a populations served list,249,,,,,,,www.1800runaway.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-RUN-AWA,773-880-9860,773-929-5150,FREE 24/7,All,,Wheelchair Accessible: Languages,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
National Sexual Violence Resource Center,123 North Enula Dr. National PA 17025,Hotlines,"Provides current, accurate information and statistics on sexual assault related topics. Also has access to a network of experts and other sexual violence prevention and intervention","Free information, statistics, resources about sexual violence.",resources@nsrrc.org,All,250,,,,,,,www.nsvrc.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,877-739-3895,717-909-0714,717-909-0715,N/A FREE,All,,Wheelchair Accessible: Languages,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Native American Health Center,160 Capp St. San Francisco CA 94110,Health Clinics,"Provides general medical services, including gynecological & dental services. Require ID for services.","Family and child guidance, nutrition and fitness, traditional and alternative medicine.",,Not limited to Native Americans.,251,,,,,,,www.nativehealth.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-621-8051,415-621-3985,Yes,Sliding scale 9-5 M-F,All,,Wheelchair Accessible: Languages,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
New Leaf: Services for Our Community,103 Hayes St San Francisco CA 94102,Support Groups Counseling: Licensed Elders (55+),"Has services for transgender, disabled, and older populations. No documentation if private payment.","Free group counseling for people over 60, domestic violence, lesbian couples, lesbians with disabilities, transgender. HIV/AIDS services, recovery programs.",intake@newleafservices.org,"Gay, lesbian, bisexual, T.G.",252,,,,,,,www.newleafservices.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-626-7000,415-626-5916,415-252-8376,Yes,Sliding scale Varies,All,,Wheelchair Accessible: Yes,Spanish,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
New Perspectives Center for Counseling,5026 Geary Blvd. San Francisco CA 94118,Counseling: Licensed,"Provides individual, group, couples, family & child counseling. Counseling available at affordable rates.",This entry needs a services list,Newpcc@earthlink.net,All,253,,,,,,,www.sfnewperspectives.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-835-2185,415-752-5285,Yes,Sliding Scale,9am-9pm M-Sa All,,"Depression, anxiety, substance abuse and",Spanish,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
Night Ministries (Nightline),San Francisco CA,Counseling: Warm Line,Phone counseling,This entry needs a services list,This entry needs an email address,This entry needs a populations served list,254,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-441-0123,10p-4a,,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
Night Ministry,1031 Franklin St. San Francisco CA 94109,Transportation Housing/Shelter,Provides women with rides to shelters. **Drivers may be male** Answering service can take messages at other times.,This entry needs a services list,,This entry needs a populations served list,255,,,,,,,www.nightministry.com,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-441-0123,FREE,10pm-2am,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
"Non-emergency Police, Fire, and Ambulance",San Francisco CA,Often Called Numbers Legal: D.A./Police,Services:,This entry needs a services list,This entry needs an email address,This entry needs a populations served list,256,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-553-0123,,Wheelchair Accessible: Languages,,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
"Norma Aguilar, LCSW",1102 Sanchez St. San Francisco CA 94114,Immigrant Child Sexual Abuse Counseling: Licensed,"Private therapy practice, individual and family therapy to children and adults",Works with immigrants (bi-lingual therapist),This entry needs an email address,Adult & child sexual assault,257,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-282-0433,Yes,Sliding scale,All,,Wheelchair Accessible: No,Spanish,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Norma Ford,1197 Valencia St. San Francisco CA 94110,Counseling: Licensed Somatic Healing Support Groups,Private therapy practice. Also located in Santa Rosa 707-793-2221,"Psychotherapy utilizing Expressive Arts, Sandrtay and EMDR (as part of ongoing therapy) Individual, Couples and Workshops",njfdove@aol.com,"Adult survivors of sexual assault, Domestic violence, LGBT",258,,,,,,,,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-995-2833,Yes,Sliding scale Varies,All,,Wheelchair Accessible: Languages,Varies,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
North Coast Rape Crisis Team: Solano,PO BOX 543 Eureka CA 95502,CA Rape Crisis Center,Immediate support services to survivors of sexual assault and their family and friends,Wheelchair Accessible: No,This entry needs an email address,Humbolt County,259,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,707-445-2881,707-443-2737,707-443-2755,24/7,All,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Pacific Center for Human Growth,2712 Telegraph Ave. Berkeley CA 94705,LGBTQII Counseling: Peer Support Groups,"Lesbian, gay, bisexual and transgender community service center.","Provide low-cost counseling, peer support groups, info and referrals, community outreach, HIV advocacy, workplace sensitivity. Mental health clinic. Women/LGBT incest survivors",info@pacificcenter.org,This entry needs a populations served list,260,,,,,,,www.pacificcenter.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-548-8283,510-548-2938,Yes,Sliding scale,4pm-10pm M-F All,,Yes,support group.,Spanish,,,,,,,Spanish,Yes
Pacific Institute,432 Ivy St. San Francisco CA 94102,Counseling: Licensed,"Provide a variety of educational programs, mental health products and stories to clients. No documentation required.",This entry needs a services list,This entry needs an email address,This entry needs a populations served list,261,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-861-3455,415-651-8671,Yes,Sliding scale 8-5 M-F,,"Spanish, Mandarin",,,,,,,,,,"Spanish, Mandarin",This entry needs Wheelchair accessibliy info
Page Street Detox Center,120 Page St. 2nd Floor San Francisco CA 94102,Alcohol/Substance Ab Counseling: Licensed,"Mix of mental health and substance abuse services. Substance abuse treatment, detoxification. Residential short-term treatment (30 days or less)",This entry needs a services list,This entry needs an email address,"Co-occurring mental and substance abuse disorders, HIV+, women",262,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-553-3252,,Many,,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
"Patrice Catanio, M.S., MFT",600 Folsom St San Francisco CA 94107,Counseling: Licensed,Services:,This entry needs a services list,This entry needs an email address,This entry needs a populations served list,263,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-281-9715,,Wheelchair Accessible: Languages,,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Peace and healing Wellness Practice,3966 Piedmont Ave Ste 203 Oakland CA 94610,This entry needs a categories list,Integrative bodywork with somatic psychology emphasis.,Counseling Session: $35; Bodywork: $50-75 SS Complete integrative session: $100,ilahi.ehieh@att.net,All,264,,,,,,,www.peaceandhealing.vpweb Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-260-5998,Not Accepted,$35-100,Su 10a-4p; Mo 4p-8p 18+,,Wheelchair Accessible: No,English,com,Somatic Healing Body Work Counseling: Peer,,,,,,,English,This entry needs Wheelchair accessibliy info
Peace Over Violence: LA,"605 West Olympic Blvd, Suite 40 Los Angeles CA 90015",This entry needs a categories list,CA Rape Crisis Center,"24 Hour Hotline, Community ed speakers, self- defense, teen abuse prevention program, sexual harassment education, in-person counseling, support groups and advocacy",This entry needs an email address,This entry needs a populations served list,265,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,213-626-3393,213-955-9090,213-955-9093,213-955-9095,Varies All,,Wheelchair Accessible: Yes,"Spanish, ASL, limited Korean, Japanese",CA Rape Crisis Center,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Phone-buddies.com,,This entry needs a categories list,Peer counseling service that can be set up online.,Populations served:,,This entry needs a populations served list,Crisis line: Business line: Fax:,,,,,,,www.phone-buddies.com Categories:,TDD:,Insurance: Fees: Hours: Ages:,Wheelchair Accessible: Languages,266,Counseling: Warm Line,,,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
